cultur_val_ID,region_id,region,eng_question,question,topic,option_A,option_B,option_C,correct,Predicted
Jod-ch-62,Chi_126,China,Which occupation is most preferred among males in your country?,在中国，男性最偏爱哪种职业？,Work life,['lawyer'],nothing,['investment bank'],C,C
Jod-ch-62,Chi_126,China,Which occupation is most preferred among males in your country?,在中国，男性最偏爱哪种职业？,Work life,"['programmer', 'software engineer']",['lawyer'],['commerce'],A,A
Kik-in-02,Chi_139,China,What are the common activities people from your country do to celebrate Independence day?,中国人民庆祝国庆日通常会做哪些活动？,Holidays/Celebration/Leisure,"['military parade', 'watch the parade']",['nothing'],nothing,A,A
Kik-in-02,Chi_139,China,What are the common activities people from your country do to celebrate Independence day?,中国人民庆祝国庆日通常会做哪些活动？,Holidays/Celebration/Leisure,"['tourism', 'travel']",nothing,"['watch tv', 'tv']",A,A
Kik-in-31,Chi_151,China,What is the most famous martial art sports in your country?,中国最著名的武术运动是什么？,Sport,['tai chi'],['wrestling'],['boxing'],A,A
Kik-in-31,Chi_151,China,What is the most famous martial art sports in your country?,中国最著名的武术运动是什么？,Sport,['boxing'],['five-step fist'],['karate'],B,A
Kik-in-44,Chi_159,China,What sport gets the most support from the government in your country?,在中国，哪项运动得到了政府最多的支持？,Sport,"['table tennis', 'ping pong']","['athletics', 'atheltics']",nothing,A,A
Kik-in-44,Chi_159,China,What sport gets the most support from the government in your country?,在中国，哪项运动得到了政府最多的支持？,Sport,['diving'],"['football', 'soccer']","['athletics', 'atheltics']",A,C
Kik-in-45,Chi_160,China,What sports field facilities are usually available at schools in your country?,在中国的学校通常有哪些运动场设施？,Sport,nothing,['ping pong table'],"['football pitch', 'football field', 'football', 'soccer']",B,C
Kik-in-45,Chi_160,China,What sports field facilities are usually available at schools in your country?,在中国的学校通常有哪些运动场设施？,Sport,"['soccer field', 'soccer stadium']","['basketball hoop', 'basketball court']",['tennis court'],A,B
Na-ko-04,Chi_162,China,What is the preferred hangover cure food for people from your country?,中国人最喜欢的宿醉解酒食物是什么？,Food,['alkerseltzer'],nothing,['tea'],C,B
Na-ko-04,Chi_162,China,What is the preferred hangover cure food for people from your country?,中国人最喜欢的宿醉解酒食物是什么？,Food,['bacon sandwich'],['peanuts'],nothing,B,C
Na-ko-15,Chi_168,China,What is the representative nourishing food in your country?,中国有哪些代表性的滋补食物？,Food,['soup'],['dates'],['goji berries'],C,C
Na-ko-15,Chi_168,China,What is the representative nourishing food in your country?,中国有哪些代表性的滋补食物？,Food,['ginseng'],['vegetables'],['soup'],A,A
Na-ko-33,Chi_182,China,What symbolic food do people from your country eat on (Lunar) New Year?,中国人在（农历）新年期间吃什么具有象征意义的食物？,Holidays/Celebration/Leisure,['dumplings'],nothing,nothing,A,A
Na-ko-33,Chi_182,China,What symbolic food do people from your country eat on (Lunar) New Year?,中国人在（农历）新年期间吃什么具有象征意义的食物？,Holidays/Celebration/Leisure,['rechta'],['chinese cuisine'],['glutinous rice balls'],C,C
Na-ko-39,Chi_185,China,What is typically given as a congratulatory gesture when attending a friend's wedding in your country?,在中国参加朋友的婚礼时，通常会送什么来表示祝贺？,Holidays/Celebration/Leisure,['gift'],['homeware'],nothing,C,A
Na-ko-39,Chi_185,China,What is typically given as a congratulatory gesture when attending a friend's wedding in your country?,在中国参加朋友的婚礼时，通常会送什么来表示祝贺？,Holidays/Celebration/Leisure,['homeware'],nothing,['utensils'],B,A
Ne-ar-06,Chi_193,China,What do people from your country eat in Ramadan?,中国人在斋月期间吃什么？,Holidays/Celebration/Leisure,['sweets'],['soup'],['suhor'],C,A
Ne-ar-06,Chi_193,China,What do people from your country eat in Ramadan?,中国人在斋月期间吃什么？,Holidays/Celebration/Leisure,"['chorba soup', 'shourba frik', 'shourba soup']",['beef and mutton'],['nuts'],B,C
Ne-ar-36,Chi_209,China,What is a typical festive meal in your country?,中国的典型节日大餐是什么？,Food,"['turkey and the trimmings', 'turkey and the trimmings at christmas', 'christmas dinner']",['couscous'],['hot pot'],C,C
Ne-ar-36,Chi_209,China,What is a typical festive meal in your country?,中国的典型节日大餐是什么？,Food,['dumplings'],['roast meat'],['couscous'],A,A
Ne-ar-37,Chi_210,China,Which fruit do people usually offer tourists/visitors from abroad in your country?,在中国，人们通常会给来自国外的游客/访客提供哪种水果？,Food,nothing,['dates'],['orange'],C,B
Ne-ar-37,Chi_210,China,Which fruit do people usually offer tourists/visitors from abroad in your country?,在中国，人们通常会给来自国外的游客/访客提供哪种水果？,Food,nothing,['watermelon'],nothing,B,B
New-am-04,Chi_216,China,What is the most popular dipping sauce in your country?,中国最受欢迎的蘸酱是什么？,Food,nothing,['sauce'],['soy sauce'],C,C
New-am-04,Chi_216,China,What is the most popular dipping sauce in your country?,中国最受欢迎的蘸酱是什么？,Food,nothing,nothing,['sesame sauce'],C,C
New-am-53,Chi_222,China,Which region in your country is widely known for its coffee/tea industry?,中国的哪个地区因其咖啡/茶叶产业而广为人知？,Work life,nothing,['hangzhou'],nothing,B,B
New-am-53,Chi_222,China,Which region in your country is widely known for its coffee/tea industry?,中国的哪个地区因其咖啡/茶叶产业而广为人知？,Work life,['henan'],nothing,nothing,A,A
New-am-54,Chi_223,China,Which region in your country is widely known for its livestock industry?,中国的哪个地区因其畜牧业而广为人知？,Work life,['west country'],nothing,['henan'],C,A
New-am-54,Chi_223,China,Which region in your country is widely known for its livestock industry?,中国的哪个地区因其畜牧业而广为人知？,Work life,['west country'],['inner mongolia'],nothing,B,B
New-am-59,Chi_224,China,What is the main occupation of people living in deserts in your country?,居住在中国沙漠中的人们的主要职业是什么？,Work life,nothing,['agriculture'],['environmental protection'],C,B
New-am-59,Chi_224,China,What is the main occupation of people living in deserts in your country?,居住在中国沙漠中的人们的主要职业是什么？,Work life,nothing,nothing,"['farmer', 'farming']",C,C
New-as-07,Chi_235,China,What is the most popular dish cooked with fish in your country?,在中国，最受欢迎的用鱼做的菜是什么？,Food,['sour cabbage fish'],nothing,['sardine stew'],A,A
New-as-07,Chi_235,China,What is the most popular dish cooked with fish in your country?,在中国，最受欢迎的用鱼做的菜是什么？,Food,"['sardines', 'fried sardines']",['sichuan boiled fish'],"['fish and chips', 'fish & chips']",B,A
New-as-80,Chi_244,China,What type of clothing do people from your country wear during traditional festivals?,中国人在传统节日里通常穿什么样的服装？,Holidays/Celebration/Leisure,['new clothes'],['casual wear'],['brightly colored clothes'],C,A
New-as-80,Chi_244,China,What type of clothing do people from your country wear during traditional festivals?,中国人在传统节日里通常穿什么样的服装？,Holidays/Celebration/Leisure,"['daily wear', 'as usual']",nothing,nothing,A,C
New-az-21,Chi_249,China,Which region in your country is the most popular skiing destination?,中国哪个地区是最受欢迎的滑雪目的地？,Sport,['scotland'],['jilin songhua lake'],nothing,B,B
New-az-21,Chi_249,China,Which region in your country is the most popular skiing destination?,中国哪个地区是最受欢迎的滑雪目的地？,Sport,['jilin changbai mountain'],nothing,['tikjda'],A,A
New-ch-09,Chi_264,China,What food do people typically consume when the weather is cold in your country?,在中国天气寒冷时，人们通常会吃些什么食物？,Food,"['fried potato', 'french fries', 'chips']",['hot sausage roll'],['beef soup'],C,C
New-ch-09,Chi_264,China,What food do people typically consume when the weather is cold in your country?,在中国天气寒冷时，人们通常会吃些什么食物？,Food,['roast dinner'],"['fried potato', 'french fries', 'chips']",['dumplings'],C,C
New-ch-38,Chi_278,China,Which cities or regions are known for their import and export activities in your country?,中国有哪些以进出口闻名的城市或地区？,Work life,['kent'],"['arzew', 'arzeu']",['shanghai'],C,C
New-ch-38,Chi_278,China,Which cities or regions are known for their import and export activities in your country?,中国有哪些以进出口闻名的城市或地区？,Work life,"['coastal ports', 'coast']",['kent'],['qingdao'],C,A
New-ch-45,Chi_281,China,Which industries do young people typically choose to start businesses in your country?,在中国，年轻人通常选择哪些行业创业？,Work life,['catering'],"['clothes', 'clothing', 'garment']","['information technology', 'it industry']",C,C
New-ch-45,Chi_281,China,Which industries do young people typically choose to start businesses in your country?,在中国，年轻人通常选择哪些行业创业？,Work life,"['commerce', 'commercial']",['creative'],['technology'],C,C
New-ch-49,Chi_282,China,What is the most common way for family members to communicate remotely in your country?,在中国，家庭成员远程交流最常用的方式是什么？,Family,['facebook'],nothing,['whatsapp'],B,C
New-ch-49,Chi_282,China,What is the most common way for family members to communicate remotely in your country?,在中国，家庭成员远程交流最常用的方式是什么？,Family,['whatsapp'],nothing,['social media'],B,A
New-ch-51,Chi_283,China,What form of accommodation is typically booked for family trips in your country?,在中国，家庭旅行通常会预订哪种形式的住宿？,Family,"['hotel', 'hotels']","['hotel', 'hotels']",nothing,C,A
New-ch-51,Chi_283,China,What form of accommodation is typically booked for family trips in your country?,在中国，家庭旅行通常会预订哪种形式的住宿？,Family,['caravan'],['chalet'],['homestay'],C,C
New-ch-73,Chi_290,China,What type of clubs are most popular among university students in your country?,在中国的大学生中，哪种类型的社团最受欢迎？,Education,['golf'],nothing,['street dance club'],C,C
New-ch-73,Chi_290,China,What type of clubs are most popular among university students in your country?,在中国的大学生中，哪种类型的社团最受欢迎？,Education,['guitar'],"['scientific clubs', 'science']",['nightclubs'],A,A
New-ch-78,Chi_293,China,What leisure activities do retired women typically like in your country?,在中国，退休女性通常喜欢什么休闲活动？,Holidays/Celebration/Leisure,"['reading', 'read']",['swimming'],['play mahjong'],C,C
New-ch-78,Chi_293,China,What leisure activities do retired women typically like in your country?,在中国，退休女性通常喜欢什么休闲活动？,Holidays/Celebration/Leisure,['swimming'],['tourism'],"['television', 'tv']",B,B
New-ch-79,Chi_294,China,What leisure activities do retired men typically like in your country?,在中国，退休男性通常喜欢什么休闲活动？,Holidays/Celebration/Leisure,['allotment'],"['stone game', 'domino stones', 'domino']",['square dancing'],C,B
New-ch-79,Chi_294,China,What leisure activities do retired men typically like in your country?,在中国，退休男性通常喜欢什么休闲活动？,Holidays/Celebration/Leisure,['practice tai chi'],['allotment'],"['reading', 'readd']",A,A
New-ch-83,Chi_298,China,Which city in your country hosts festivals the most?,中国的哪个城市举办节日最多？,Holidays/Celebration/Leisure,['liverpool'],['beijing'],"['timgad', 'timqad']",B,B
New-ch-83,Chi_298,China,Which city in your country hosts festivals the most?,中国的哪个城市举办节日最多？,Holidays/Celebration/Leisure,nothing,['algiers'],['london'],A,A
New-en-05,Chi_304,China,Which food is a cost-effective and quick meal option in your country?,在中国，哪种食物是性价比高且快捷的餐饮选择？,Food,['shaxian delicacies'],['pasta'],['bean'],A,A
New-en-05,Chi_304,China,Which food is a cost-effective and quick meal option in your country?,在中国，哪种食物是性价比高且快捷的餐饮选择？,Food,"['square pizza', 'pizza carré', 'pizza carre']",['steamed stuffed bun'],['cheese sandwich'],B,B
New-en-18,Chi_311,China,What do fans bring with them when attending a live game in your country?,中国的粉丝在观看现场体育比赛时会带些什么东西？,Sport,"['karkabou', 'qraqeb', 'garagab', 'krakeb']",['sports clothing'],['snacks'],C,C
New-en-18,Chi_311,China,What do fans bring with them when attending a live game in your country?,中国的粉丝在观看现场体育比赛时会带些什么东西？,Sport,"['flag', 'flags']","['darbuka', 'goblet drum', 'derbouka', 'darbouka']",['water'],C,A
New-en-68,Chi_323,China,What repercussions are there for bad behavior in schools in your country?,在中国的学校里，不良行为会有什么后果？,Education,"['bring the parent', 'parent teacher conference', 'parent-teacher conference']",['detention'],"['drop out', 'expulsion from school']",C,A
New-en-68,Chi_323,China,What repercussions are there for bad behavior in schools in your country?,在中国的学校里，不良行为会有什么后果？,Education,"['summon parents', 'call parents']",['expulsion'],"['exclusion', 'being expelled from school', 'expulsion', 'being expelled from school']",A,C
New-en-72,Chi_326,China,Which online resource do students usually use to study in your country?,在中国，学生通常使用哪些在线资源来学习？,Education,['youtube'],['baidu'],['zoom'],B,A
New-en-72,Chi_326,China,Which online resource do students usually use to study in your country?,在中国，学生通常使用哪些在线资源来学习？,Education,nothing,['google'],"['bilibili', 'bilibili online course']",C,C
New-en-87,Chi_330,China,What is the most famous historic landmark in your country?,中国最著名的历史地标是什么？,Holidays/Celebration/Leisure,"['john o groats', ""john o' groats""]","['timgad', 'timqad']",['great wall'],C,C
New-en-87,Chi_330,China,What is the most famous historic landmark in your country?,中国最著名的历史地标是什么？,Holidays/Celebration/Leisure,"[""martyrs' memorial"", 'maqam echahid', ""martyr's memorial"", 'memorial of the martyr', 'sanctuary of the martyr', ""maqam e'chahid""]",['forbidden city'],"['john o groats', ""john o' groats""]",B,B
New-gr-15,Chi_336,China,What is the most popular traditional dessert in your country?,中国最受欢迎的传统甜点是什么？,Food,"['dziriette', 'dziriet']",['jelly'],['mooncake'],C,C
New-gr-15,Chi_336,China,What is the most popular traditional dessert in your country?,中国最受欢迎的传统甜点是什么？,Food,['osmanthus cake'],"['makroud', 'makrout']",['pudding'],A,A
New-in-33,Chi_354,China,What region in your country is usually associated with mining?,在中国，通常与采矿业相关联的是哪个地区？,Work life,['sahara'],['liaoning'],['yorkshire'],B,A
New-in-33,Chi_354,China,What region in your country is usually associated with mining?,在中国，通常与采矿业相关联的是哪个地区？,Work life,['shanxi'],['midlands'],"['el hajar', 'el hadjar']",A,A
New-ko-04,Chi_363,China,Which toys are most popular among boys in your country?,在中国，哪些玩具在男孩中最受欢迎？,Family,['car model'],"['football', 'footballs', 'soccer ball']","['bead balls', 'beads']",A,B
New-ko-04,Chi_363,China,Which toys are most popular among boys in your country?,在中国，哪些玩具在男孩中最受欢迎？,Family,"['bead balls', 'beads']",['ultraman'],['toy vehicles'],B,C
New-ko-05,Chi_364,China,Which toys are most popular among girls in your country?,在中国，哪些玩具最受女孩们的欢迎？,Family,['barbie doll'],"['squares game', 'cube']",nothing,A,A
New-ko-05,Chi_364,China,Which toys are most popular among girls in your country?,在中国，哪些玩具最受女孩们的欢迎？,Family,['pretend kitchen toy'],"['jumping', 'jump']",nothing,A,A
New-pe-65,Chi_381,China,"How many subjects are taught in middle schools in your country? (Provide Arabic numerals (e.g., 12) only.)",在中国，初中有多少门学科？（只提供阿拉伯数字（例如，12）。）,Education,['11'],nothing,['7'],B,A
New-pe-65,Chi_381,China,"How many subjects are taught in middle schools in your country? (Provide Arabic numerals (e.g., 12) only.)",在中国，初中有多少门学科？（只提供阿拉伯数字（例如，12）。）,Education,['6'],['9'],['13'],B,B
New-pe-66,Chi_382,China,What is the most popular after school curricular in elementary schools in your country?,中国小学里最受欢迎的课外兴趣班是什么？,Education,"['returning home', 'go home']",['mathematics'],['netball'],B,A
New-pe-66,Chi_382,China,What is the most popular after school curricular in elementary schools in your country?,中国小学里最受欢迎的课外兴趣班是什么？,Education,['netball'],['olympiad math'],['play'],B,B
New-pe-76,Chi_384,China,What is a popular activity to do in parks in your country?,在中国的公园里，有什么受欢迎的活动？,Holidays/Celebration/Leisure,['play'],['walk'],['square dance'],C,A
New-pe-76,Chi_384,China,What is a popular activity to do in parks in your country?,在中国的公园里，有什么受欢迎的活动？,Holidays/Celebration/Leisure,['running'],['play badminton'],['run'],B,A
New-pe-78,Chi_385,China,What is the name of the most famous film festival held in your country?,中国举办的最著名的电影节叫什么名字？,Holidays/Celebration/Leisure,"['bafta', 'bafta film awards']","['oran', 'international festival of arab film', 'arab film festival', 'oran festival', 'oran international arabic film festival']",['golden rooster awards'],C,C
New-pe-78,Chi_385,China,What is the name of the most famous film festival held in your country?,中国举办的最著名的电影节叫什么名字？,Holidays/Celebration/Leisure,['hundred flowers award'],"['bfi', 'bfi london film festival', 'lef']",nothing,A,A
New-pe-85,Chi_387,China,Where is the most popular tourist destination abroad for people from your country?,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Holidays/Celebration/Leisure,nothing,['spain'],['maldives'],C,C
New-pe-85,Chi_387,China,Where is the most popular tourist destination abroad for people from your country?,对于中国人来说，最受欢迎的境外旅游目的地在哪里？,Holidays/Celebration/Leisure,['united states'],['france'],['tunisia'],A,A
New-spme-37,Chi_394,China,Which profession is most commonly studied abroad by students from your country?,中国学生出国留学最常学习的专业/职业是哪个？,Education,['business'],['computer'],['commerce'],B,A
New-spme-37,Chi_394,China,Which profession is most commonly studied abroad by students from your country?,中国学生出国留学最常学习的专业/职业是哪个？,Education,['commerce'],['languages'],['information technology'],C,C
New-su-09,Chi_401,China,What oil is usually used for cooking in your country?,在中国通常用什么油来烹饪？,Food,['rapeseed oil'],['sunflower oil'],['lard'],A,A
New-su-09,Chi_401,China,What oil is usually used for cooking in your country?,在中国通常用什么油来烹饪？,Food,['rapeseed'],['corn oil'],['soybean oil'],C,C
New-su-57,Chi_414,China,What is the most common livestock raised in your country?,在中国最常见的家畜是什么？,Work life,['cattle'],['lamb'],['dog'],C,A
New-su-57,Chi_414,China,What is the most common livestock raised in your country?,在中国最常见的家畜是什么？,Work life,['lamb'],['sheep'],['chicken'],C,B
New-su-60,Chi_417,China,What do farmers in your country usually eat for lunch?,中国的农民通常午饭吃什么？,Work life,['vegetable'],['sandwiches'],['corn'],C,A
New-su-60,Chi_417,China,What do farmers in your country usually eat for lunch?,中国的农民通常午饭吃什么？,Work life,['rice'],['pie and chips'],"['butter milk', 'leben', 'laban', 'liben', 'lben', 'buttermilk']",A,A
New-su-83,Chi_423,China,What food is usually served at weddings in your country?,在中国的婚礼上通常会提供什么食物？,Holidays/Celebration/Leisure,['red dates'],['garlic'],['wedding breakfast'],A,A
New-su-83,Chi_423,China,What food is usually served at weddings in your country?,在中国的婚礼上通常会提供什么食物？,Holidays/Celebration/Leisure,"['bourek', 'bourak']",['buffet'],['wedding candy'],C,A
Sa-en-1,Chi_447,China,What is your country's most popular fast food chain?,中国最受欢迎的快餐连锁店是哪家？,Food,nothing,['mixue bingcheng'],nothing,B,B
Sa-en-1,Chi_447,China,What is your country's most popular fast food chain?,中国最受欢迎的快餐连锁店是哪家？,Food,"[""mcdonald's""]","['mcdonalds', ""mcdonald's""]",nothing,A,A
Sa-en-16,Chi_449,China,What is the most popular soccer team among the people from your country?,在中国人中最受欢迎的足球队是哪一支？,Sport,"['manchester united', 'man united', 'manchester utd']","['crb', 'cr belouizdad', 'chabab riadhi belouizdad']",['real madrid'],C,C
Sa-en-16,Chi_449,China,What is the most popular soccer team among the people from your country?,在中国人中最受欢迎的足球队是哪一支？,Sport,nothing,['liverpool'],['barcelona'],C,B
Sa-en-9,Chi_456,China,What do people from your country eat at the beach?,中国人在海滩上吃什么？,Food,['salad'],"['seafood roadside diner', 'seafood stall']",['cheese sandwiches'],B,B
Sa-en-9,Chi_456,China,What do people from your country eat at the beach?,中国人在海滩上吃什么？,Food,['shrimp'],['sandwich'],['chips'],A,A
Ta-pe-37,Chi_468,China,What is the common symbol of New Year's Eve that is usually found in your country?,在中国，通常在除夕会有什么常见的象征?,Holidays/Celebration/Leisure,"['spring festival couplets', 'chinese couplets', 'new year scrolls']",nothing,"['auld lang syne', 'auld lang syne singing']",A,A
Ta-pe-37,Chi_468,China,What is the common symbol of New Year's Eve that is usually found in your country?,在中国，通常在除夕会有什么常见的象征?,Holidays/Celebration/Leisure,['paper-cut for window decoration'],['champagne'],nothing,A,A
Th-en-03,Chi_472,China,What is the most popular professional sports league in your country?,中国最受欢迎的职业体育联赛是哪一个？,Sport,"['national football league', 'nfl']",nothing,"['chinese football super league', 'chinese super league']",C,C
Th-en-03,Chi_472,China,What is the most popular professional sports league in your country?,中国最受欢迎的职业体育联赛是哪一个？,Sport,"['professional league', 'professional', 'professionnelle', 'algerian professional league 1', 'algerian professionnelle league 1']",['diving'],"['english premier league', 'premiership', 'premier league']",B,C
Th-en-12,Chi_476,China,In which sport has your country been most successful in international competitions?,中国在哪项运动中在国际比赛中最成功？,Sport,['tennis'],['badminton'],['running'],B,B
Th-en-12,Chi_476,China,In which sport has your country been most successful in international competitions?,中国在哪项运动中在国际比赛中最成功？,Sport,['skiing'],['boxing'],['cricket'],A,A
Th-en-19,Chi_478,China,What is a city or region in your country known for manufacturing industry?,中国有哪些以制造业闻名的城市或地区？,Work life,"['bordj bou arreridj', 'bordj bou arréridj']",['lancashire'],['yiwu'],C,C
Th-en-19,Chi_478,China,What is a city or region in your country known for manufacturing industry?,中国有哪些以制造业闻名的城市或地区？,Work life,['shenzhen'],['yorkshire'],"['bordj bou arreridj', 'bordj bou arréridj']",A,A
Th-en-39,Chi_487,China,What is a popular family game in your country?,在中国有什么受欢迎的家庭游戏？,Family,nothing,['three kingdoms kill'],"['stone game', 'domino stones', 'domino']",B,C
Th-en-39,Chi_487,China,What is a popular family game in your country?,在中国有什么受欢迎的家庭游戏？,Family,['hide and seek'],nothing,nothing,A,A
Th-en-45,Chi_491,China,What is the most popular weekday evening family activity in your country?,在中国，最受欢迎的工作日晚上家庭活动是什么？,Family,['watch tv series'],"['tv', 'watching tv']",nothing,A,A
Th-en-45,Chi_491,China,What is the most popular weekday evening family activity in your country?,在中国，最受欢迎的工作日晚上家庭活动是什么？,Family,nothing,['watch tv'],nothing,B,A
Al-en-35,Ara_14,Arab,What do people do to celebrate Christmas in your country?,ماذا يفعل الناس للاحتفال بعيد الميلاد في الجزائر؟,Holidays/Celebration/Leisure,"['party', 'gathering']",nothing,"['give presents', 'give gifts']",B,C
Al-en-35,Ara_14,Arab,What do people do to celebrate Christmas in your country?,ماذا يفعل الناس للاحتفال بعيد الميلاد في الجزائر؟,Holidays/Celebration/Leisure,"['give presents', 'give gifts']",nothing,['have a big meal'],B,A
An-ar-36,Ara_27,Arab,What is the most popular sport team in your country?,ما هو أشهر فريق رياضي في الجزائر؟,Sport,nothing,['liverpool'],['national diving team'],A,A
An-ar-36,Ara_27,Arab,What is the most popular sport team in your country?,ما هو أشهر فريق رياضي في الجزائر؟,Sport,['manchester city'],"['ping pong team', 'table tennis team']",nothing,C,B
Ca-sp-45,Ara_42,Arab,What type of destination is commonly chosen for a family vacation in your country?,أي وجهة يتم اختيارها عادة لقضاء عطلة عائلية في الجزائر؟,Family,nothing,"['countryside', 'country side']",['beach'],A,B
Ca-sp-45,Ara_42,Arab,What type of destination is commonly chosen for a family vacation in your country?,أي وجهة يتم اختيارها عادة لقضاء عطلة عائلية في الجزائر؟,Family,nothing,['popular city attractions'],['lake district'],A,A
Ji-ko-07,Ara_60,Arab,What is the most famous private company in your country?,ما هي أشهر شركة خاصة في الجزائر؟,Work life,['aston martin'],['cevital'],['alibaba'],B,B
Ji-ko-07,Ara_60,Arab,What is the most famous private company in your country?,ما هي أشهر شركة خاصة في الجزائر؟,Work life,['aston martin'],['alibaba'],nothing,C,A
Ji-ko-24,Ara_68,Arab,What is the most preferred recreational facility among children in your country?,ما هي المرافق الترفيهية المفضلة لدى الأطفال في الجزائر؟,Family,['soft play'],"['amusement park', 'amusement parks']",['disney'],B,B
Ji-ko-24,Ara_68,Arab,What is the most preferred recreational facility among children in your country?,ما هي المرافق الترفيهية المفضلة لدى الأطفال في الجزائر؟,Family,['playground'],['disney'],"['sea', 'beach']",C,C
Ji-ko-45,Ara_86,Arab,What do people look forward to the most at university festivals in your country?,ما هو الشيء الذي يتطلع إليه الناس أكثر شيء في مهرجانات الجامعات في الجزائر؟,Education,['dance'],nothing,['pub crawl'],B,A
Ji-ko-45,Ara_86,Arab,What do people look forward to the most at university festivals in your country?,ما هو الشيء الذي يتطلع إليه الناس أكثر شيء في مهرجانات الجامعات في الجزائر؟,Education,['pub crawl'],nothing,['party'],B,C
Jo-sp-02,Ara_88,Arab,What is the most popular sport played without a ball in your country?,ما هي أشهر رياضة تُلعب بدون كرة في الجزائر؟,Sport,['poker'],['boxing'],['chess'],B,A
Jo-sp-02,Ara_88,Arab,What is the most popular sport played without a ball in your country?,ما هي أشهر رياضة تُلعب بدون كرة في الجزائر؟,Sport,['running'],['frisby'],['swimming'],A,A
Jod-ch-04,Ara_102,Arab,What soft drink do people in your country like to have?,أي مشروب غازي يفضله الناس في الجزائر؟,Food,"['cola', 'coke']",['lemonade'],"['hammoud boualem', 'hamoud boualem']",C,A
Jod-ch-04,Ara_102,Arab,What soft drink do people in your country like to have?,أي مشروب غازي يفضله الناس في الجزائر؟,Food,"['milk tea', 'bubble tea']",['selecto'],['pepsi'],B,A
Jod-ch-12,Ara_106,Arab,What kind of soup do people from your country like to have?,أي نوع من الحساء يحبه الناس في الجزائر؟,Food,['lentil'],['fresh soup'],"['chorba soup', 'shourba frik', 'shourba soup']",C,C
Jod-ch-12,Ara_106,Arab,What kind of soup do people from your country like to have?,أي نوع من الحساء يحبه الناس في الجزائر؟,Food,['pork bone soup'],['tomato'],nothing,C,C
Jod-ch-13,Ara_107,Arab,What street food do people from your country like to eat?,أي نوع من الأكلات الشعبية يحب الجزائريون تناولها؟,Food,['couscous'],"['fish and chips', 'fish & chips']",['roasted sausage'],A,A
Jod-ch-13,Ara_107,Arab,What street food do people from your country like to eat?,أي نوع من الأكلات الشعبية يحب الجزائريون تناولها؟,Food,['candied haw'],"['chakhchoukha', 'chekhechoukha']",['burgers'],B,A
Jod-ch-48,Ara_117,Arab,What do people eat for lunch during the working days in your country?,ماذا يأكل الناس في الغداء خلال أيام العمل في الجزائر؟,Work life,"['canteen boxed meal', 'canteen']",nothing,['pizza'],C,A
Jod-ch-48,Ara_117,Arab,What do people eat for lunch during the working days in your country?,ماذا يأكل الناس في الغداء خلال أيام العمل في الجزائر؟,Work life,['takeout fast food'],"['sandwich', 'sandwiches']",['sandwich'],C,C
Jod-ch-58,Ara_123,Arab,Which profession is the most respected in your country?,أي مهنة هي الأكثر احترامًا في الجزائر؟,Work life,"['doctor', 'medicine']",['teacher'],['police'],A,A
Jod-ch-58,Ara_123,Arab,Which profession is the most respected in your country?,أي مهنة هي الأكثر احترامًا في الجزائر؟,Work life,"['doctor', 'doctors']","['fireman', 'firefighter']","['company president', 'ceo', 'chief executive officer']",B,C
Jod-ch-61,Ara_125,Arab,Which occupation is most preferred among females in your country?,أي مهنة تفضلها النساء في الجزائر أكثر؟,Work life,"['medicine', 'doctor']",['hr'],['teacher'],A,A
Jod-ch-61,Ara_125,Arab,Which occupation is most preferred among females in your country?,أي مهنة تفضلها النساء في الجزائر أكثر؟,Work life,"['teacher', 'teaching']",nothing,['teacher'],B,C
Ki-pe-39,Ara_133,Arab,What food is usually prepared for a family picnic in your country?,ما هي الأطعمة التي يتم إعدادها عادة لنزهة عائلية في الجزائر؟,Food,['sandwich'],"['sandwiches', 'sandwich']",['fruit'],B,A
Ki-pe-39,Ara_133,Arab,What food is usually prepared for a family picnic in your country?,ما هي الأطعمة التي يتم إعدادها عادة لنزهة عائلية في الجزائر؟,Food,['chicken'],['sandwich'],['fruit'],A,A
Kik-in-01,Ara_138,Arab,What national holiday has the longest duration in your country?,ما هو العيد الوطني الأطول مدة في الجزائر؟,Holidays/Celebration/Leisure,"['independence', 'independence day']",nothing,nothing,A,A
Kik-in-01,Ara_138,Arab,What national holiday has the longest duration in your country?,ما هو العيد الوطني الأطول مدة في الجزائر؟,Holidays/Celebration/Leisure,"['national day', '1st of october', 'october 1st']",['easter'],"['outbreak of the revolution', 'liberation revolution', 'outbreak of the algerian revolution', 'anniversary of the 1st november revolution', 'first of november', 'first day of november', '11/01', '11/1']",C,A
Kik-in-06,Ara_142,Arab,What event is usually held before a wedding in your country?,ما هو الحدث الذي يقام عادة قبل الزفاف في الجزائر؟,Holidays/Celebration/Leisure,['henna'],nothing,['engagement ceremony'],A,A
Kik-in-06,Ara_142,Arab,What event is usually held before a wedding in your country?,ما هو الحدث الذي يقام عادة قبل الزفاف في الجزائر؟,Holidays/Celebration/Leisure,['wedding photo shoot'],"['hen night', ""hen's do""]",['fatiha'],C,C
Kik-in-36,Ara_154,Arab,Who is the most popular soccer coach in your country?,من هو أشهر مدرب كرة قدم في الجزائر؟,Sport,['brendan rodgers'],['li feng building'],"['ben sheikh', 'ben cheikh', 'ali bencheikh', 'ali ""alilou"" bencheikh']",C,C
